text,rating,sentiment,text_clean,label_indobert,label_mbert
KORUPSI TRUSSS....,1,Negative,korupsi trusss,Negative,Negative
Tidak bisa daftar akun,1,Negative,tidak bisa daftar akun,Negative,Negative
"Bayar pajak ko ruwet, ka gak jelas, nyusahin orang",1,Negative,bayar pajak ko ruwet ka gak jelas nyusahin orang,Negative,Negative
Apk rusak,1,Negative,apk rusak,Negative,Negative
Kenapa force close terus waktu ambil foto diri,1,Negative,kenapa force close terus waktu ambil foto diri,Negative,Negative
"Ga bisa login, jumlah digit kurang",1,Negative,ga bisa login jumlah digit kurang,Negative,Negative
"Zaman dah canggih. Tapi masih aja harus ke kantor. Ngurus ini ngurus itu, baru bisa login. Birokrasi masih nggak bisa hilang tah di negra ini? Hadeeeeh, ini to yg namanya modernisasi dgn kearifan lokal?, sudah digital tapi birokrasi harus tetap ada. 😈",1,Negative,zaman dah canggih tapi masih aja harus ke kantor ngurus ini ngurus itu baru bisa login birokrasi masih nggak bisa hilang tah di negra ini hadeeeeh ini to yg namanya modernisasi dgn kearifan lokal sudah digital tapi birokrasi harus tetap ada,Negative,Negative
Sangat membantu,4,Positive,sangat membantu,Positive,Positive
Aplikasi babi padahal nomor telepon dah bener tapi ga bisa anjg,1,Negative,aplikasi babi padahal nomor telepon dah bener tapi ga bisa anjg,Negative,Negative
Aplikasi nya tidak sesuai dengan yang diharapkan.. Selalu gagal untuk meminta efin,1,Negative,aplikasi nya tidak sesuai dengan yang diharapkan selalu gagal untuk meminta efin,Negative,Negative
Kira kira lah bikin aplikasi tadi vaild..buka lagi engk valid...,3,Neutral,kira kira lah bikin aplikasi tadi vaild buka lagi engk valid,Neutral,Neutral
Mantap,5,Positive,mantap,Positive,Positive
"Aplikasi cuma menampilkan data dan ajakan giat, minim fitur, mohon diperbaiki",1,Negative,aplikasi cuma menampilkan data dan ajakan giat minim fitur mohon diperbaiki,Negative,Negative
Aplikasi TOLOL ! Mau masuk aja susah,1,Negative,aplikasi tolol mau masuk aja susah,Negative,Negative
Sekelas lembaga riba eh pajak masa ga bs buat aplikasi bagus.. heran.. anggarannya lari kemana..??,1,Negative,sekelas lembaga riba eh pajak masa ga bs buat aplikasi bagus heran anggarannya lari kemana,Negative,Negative
"dua bulan ini ""tombol buat kode billing"" ndak aktif, mau buat kode billing ndak bisa, sebelumnya lancar",3,Neutral,dua bulan ini tombol buat kode billing ndak aktif mau buat kode billing ndak bisa sebelumnya lancar,Neutral,Neutral
Ini kode verisikasi efin itu dikirim pakai apa ya? Kok lama bgt ga muncul². Ga pakai pos kan?,1,Negative,ini kode verisikasi efin itu dikirim pakai apa ya kok lama bgt ga muncul ga pakai pos kan,Negative,Negative
Login dengan NIK KTP kolom tidak cukup untuk mengisi nomor NIK KTP,1,Negative,login dengan nik ktp kolom tidak cukup untuk mengisi nomor nik ktp,Negative,Negative
"Setlh update, Nama alamat tdk bisa diisi. Sebelum update, jenis setoran yg gak muncul. Aplikasi jelek banget. Mohon segera diperbaiki.",1,Negative,setlh update nama alamat tdk bisa diisi sebelum update jenis setoran yg gak muncul aplikasi jelek banget mohon segera diperbaiki,Negative,Negative
"sangat parah,aplikasi tak bermutu,pelayanan tidak memuaskan,mempersulit masyarakat",1,Negative,sangat parah aplikasi tak bermutu pelayanan tidak memuaskan mempersulit masyarakat,Negative,Negative
"Verifikasi gagal terus pulsa kepotong terus padahal kode otpnya sudah benar tapi gagal terus,kalo ga bisa bikin aplikasi mending gak usah di buat Buang2 anggaran aja",1,Negative,verifikasi gagal terus pulsa kepotong terus padahal kode otpnya sudah benar tapi gagal terus kalo ga bisa bikin aplikasi mending gak usah di buat buang2 anggaran aja,Negative,Negative
Aplikasi jembut rontok susah,1,Negative,aplikasi jembut rontok susah,Negative,Negative
"Mending gausah bikin EFIN dah kalau lupa susah banget nyari² si EFIN, lewat apk keterangan gagal ERR_SMSGW, lewat layanan telpon 1500200 coba menghubungi petugasnya ga bisa tersambung sama petugas malah di matiin telpon nya, lewat chat bot website ga bisa yaudahlah caranya biar gampang dateng ke kantor KPP",1,Negative,mending gausah bikin efin dah kalau lupa susah banget nyari si efin lewat apk keterangan gagal err smsgw lewat layanan telpon 1500200 coba menghubungi petugasnya ga bisa tersambung sama petugas malah di matiin telpon nya lewat chat bot website ga bisa yaudahlah caranya biar gampang dateng ke kantor kpp,Negative,Negative
Minta efin gagal terus apk payah,1,Negative,minta efin gagal terus apk payah,Negative,Negative
buruk,1,Negative,buruk,Negative,Negative
Loginya pas pengisian nik/npw angkanya kurang 1 digit jadi gak bisa login,1,Negative,loginya pas pengisian nik npw angkanya kurang 1 digit jadi gak bisa login,Negative,Negative
"Susah login, verifikasi gagal terus hadehhh",1,Negative,susah login verifikasi gagal terus hadehhh,Negative,Negative
Kurang bisa dimengerti,1,Negative,kurang bisa dimengerti,Negative,Negative
Loh in susah bgt gblok bgt suruh taat pajak tapi ribet,1,Negative,loh in susah bgt gblok bgt suruh taat pajak tapi ribet,Negative,Negative
"Mau login disuruh isi EFIN. Lupa EFIN disuruh ngisi data diri tapi gagal terus, tertulis gagal mendapat no HP padahal gak ada sama sekali isian no HP. Ribet",1,Negative,mau login disuruh isi efin lupa efin disuruh ngisi data diri tapi gagal terus tertulis gagal mendapat no hp padahal gak ada sama sekali isian no hp ribet,Negative,Negative
Aplikasi goblokkkkkk,1,Negative,aplikasi goblokkkkkk,Negative,Negative
Good job! :),5,Positive,good job,Positive,Positive
aplikasi anjingg mempersulit kebanyakan erorr monyett,1,Negative,aplikasi anjingg mempersulit kebanyakan erorr monyett,Negative,Negative
aplikasi gk jelas pas daftar malah bilang nik tidak terdaftar didukcapil.aneh gk mungkin tau orang baru berapa bulan lalu urus kk dll smua bisa dasar,1,Negative,aplikasi gk jelas pas daftar malah bilang nik tidak terdaftar didukcapil aneh gk mungkin tau orang baru berapa bulan lalu urus kk dll smua bisa dasar,Negative,Negative
Udh daftar mau masuk ke akun malah tidak terdaftar malah udh daftar 2x adeh,2,Negative,udh daftar mau masuk ke akun malah tidak terdaftar malah udh daftar 2x adeh,Negative,Negative
Aplikasi sampah!,1,Negative,aplikasi sampah,Negative,Negative
Bukannya benerin web malah bikin aplikasi,1,Negative,bukannya benerin web malah bikin aplikasi,Negative,Negative
"Aplikasi yg mempersulit masyarakat,,maunya terima uang pajak aja,tapi kita mau login begitu di persulit,,aku masukin nomer mpwp malah gak ditemukan,,",1,Negative,aplikasi yg mempersulit masyarakat maunya terima uang pajak aja tapi kita mau login begitu di persulit aku masukin nomer mpwp malah gak ditemukan,Negative,Negative
"Tidak bisa masuk karena lupa efin di tlpn ke cs minta d bantu malah lempar sana sini, pelayanan nya sangat buruk!",1,Negative,tidak bisa masuk karena lupa efin di tlpn ke cs minta d bantu malah lempar sana sini pelayanan nya sangat buruk,Negative,Negative
Cabca tidak cocok terus. Kacau aplikasi djp 😇,1,Negative,cabca tidak cocok terus kacau aplikasi djp,Negative,Negative
Apk bodoh,1,Negative,apk bodoh,Negative,Negative
"jangan mempersulit untuk apa ada digital online kalau harus ke kantor pajak,tinggal merubah no npwp ke no nik ktp aja susah banget.data sudah lengkap",1,Negative,jangan mempersulit untuk apa ada digital online kalau harus ke kantor pajak tinggal merubah no npwp ke no nik ktp aja susah banget data sudah lengkap,Negative,Negative
"buruk,pengen liat efin sama login aja susah dipersulit kok gini banget",1,Negative,buruk pengen liat efin sama login aja susah dipersulit kok gini banget,Negative,Negative
Gagal terus buat EFIN,1,Negative,gagal terus buat efin,Negative,Negative
Aplikasi dangak2...,1,Negative,aplikasi dangak2,Negative,Negative
Minimal mobile appnya dikembangin dulu sebelum ngerepotin rakyat,1,Negative,minimal mobile appnya dikembangin dulu sebelum ngerepotin rakyat,Negative,Negative
"Kenapa ketika mau mengajukan lupa efin di aplikasi, aplikasinya selalu keluar sendiri? Tolong bantuannya",2,Negative,kenapa ketika mau mengajukan lupa efin di aplikasi aplikasinya selalu keluar sendiri tolong bantuannya,Negative,Negative
Ampas.,1,Negative,ampas,Negative,Negative
"Sangat tidak bermanfaat, karena tidak berguna untuk pendaftaran orang pribadi. Harus ke kantor pajak. Apa gunanya aplikasi online? Harusnya memudahkan bagi yang punya inisiatif untuk membuat atau memiliki NPWP pribadi dan bisa bayar pajak. Bagaimana mau bayar pajak, secara pribadi tidak punya NPWP?",1,Negative,sangat tidak bermanfaat karena tidak berguna untuk pendaftaran orang pribadi harus ke kantor pajak apa gunanya aplikasi online harusnya memudahkan bagi yang punya inisiatif untuk membuat atau memiliki npwp pribadi dan bisa bayar pajak bagaimana mau bayar pajak secara pribadi tidak punya npwp,Negative,Negative
Jarang update sulit login ngelag,1,Negative,jarang update sulit login ngelag,Negative,Negative
Susah masuk Tambahin scan QR biar enak tinggal foto,1,Negative,susah masuk tambahin scan qr biar enak tinggal foto,Negative,Negative
"payah aplikasinya, gagal terus, mau ajukan efin susahnya minta ampun. gagal2 terus padahal data yg di isi sudah benar.",1,Negative,payah aplikasinya gagal terus mau ajukan efin susahnya minta ampun gagal2 terus padahal data yg di isi sudah benar,Negative,Negative
Aplikasi mantul bosqoue,5,Positive,aplikasi mantul bosqoue,Positive,Positive
Apl ga jelas fak kata gue teh . Link bapuk bang*t,1,Negative,apl ga jelas fak kata gue teh link bapuk bang t,Negative,Negative
Aplikasi aneh,1,Negative,aplikasi aneh,Negative,Negative
"Aplikasi sampah,,, mau bayar pajak aja susahnya,, login GK bisa ini salah itu salah,,, bikin males bayar pajak,, buat kalian jngn mau download aplikasi ini yaa biar GK nyesel",1,Negative,aplikasi sampah mau bayar pajak aja susahnya login gk bisa ini salah itu salah bikin males bayar pajak buat kalian jngn mau download aplikasi ini yaa biar gk nyesel,Negative,Negative
"Ga bisa login pakai NIK, field ID cuman 15 karakter, sementara nik ada 16 -_-.",2,Negative,ga bisa login pakai nik field id cuman 15 karakter sementara nik ada 16,Negative,Negative
"GAK BISA RESET PASSWORD, anehhhh, gak usah bayar aja lah",1,Negative,gak bisa reset password anehhhh gak usah bayar aja lah,Negative,Negative
Redownload,4,Positive,redownload,Positive,Positive
"Ga jelas knp sih ini aplikasi udh bener password yang saya masukin ,saya catet loh tapi tetep ga bisa login aneh ,aplikasi rusak",1,Negative,ga jelas knp sih ini aplikasi udh bener password yang saya masukin saya catet loh tapi tetep ga bisa login aneh aplikasi rusak,Negative,Negative
"Slow respon, ga guna selalu gagal kalau mau login, gw bayar lu pakai uang bukan pake daun sat",1,Negative,slow respon ga guna selalu gagal kalau mau login gw bayar lu pakai uang bukan pake daun sat,Negative,Negative
"Merugikan waktu,",1,Negative,merugikan waktu,Negative,Negative
Daftar Efin ga pernah bisa..ngapain juga buat aplikasi payah spt ini..,1,Negative,daftar efin ga pernah bisa ngapain juga buat aplikasi payah spt ini,Negative,Negative
nice,5,Positive,nice,Positive,Positive
apk tai lemot,1,Negative,apk tai lemot,Negative,Negative
Terimakasih sangat membantu program pemerintah,5,Positive,terimakasih sangat membantu program pemerintah,Positive,Positive
Semoga mempermudah,4,Positive,semoga mempermudah,Positive,Positive
"Sebaiknya baiknya alat adalah yang di buat dengan penuh kebaikan "" jika tidak ada kemudahan di dalam nya seperti membalikkan telapak tangan "" dari atas ke bawah "" untuk apa di luncurkan "" perbaikilah semua fungsi nya Agar hidup penuh kebahagiaan "" jangan di sembunyikan kebenaran jika sudah mengetahui Karena Allah hanya menyukai kebenaran tertinggi diseluruh alam semesta ini.",3,Neutral,sebaiknya baiknya alat adalah yang di buat dengan penuh kebaikan jika tidak ada kemudahan di dalam nya seperti membalikkan telapak tangan dari atas ke bawah untuk apa di luncurkan perbaikilah semua fungsi nya agar hidup penuh kebahagiaan jangan di sembunyikan kebenaran jika sudah mengetahui karena allah hanya menyukai kebenaran tertinggi diseluruh alam semesta ini,Neutral,Neutral
"Aplikasi aneh, mau masuk berulang kali salah password terus, sdh masuk malah gak bisa diapa apakan menu menu didalam ya, bener bener aneh, ayolah pemerintah masa satu aplikasi begini aja gak bener. Gmna mau system' online berlaku",1,Negative,aplikasi aneh mau masuk berulang kali salah password terus sdh masuk malah gak bisa diapa apakan menu menu didalam ya bener bener aneh ayolah pemerintah masa satu aplikasi begini aja gak bener gmna mau system online berlaku,Negative,Negative
"Uang pajak di korupsi, aplikasi gak bagus",1,Negative,uang pajak di korupsi aplikasi gak bagus,Negative,Negative
Di update kok malah tidak bisa di buka???,1,Negative,di update kok malah tidak bisa di buka,Negative,Negative
Ga bisa login walaupun npwp dan pasword sudah benar,1,Negative,ga bisa login walaupun npwp dan pasword sudah benar,Negative,Negative
"Daripada ribet, itu efin mending hilangkan saja, kenapa?? Aplikasi ga berguna, lupa efin aja ribetnya minta ampuuunnnn! Harus ini itu, tapi aplikasi ga mendukung, buang-buang anggaran saja! Bilang aja tinggal datang ke KPP masing-masing, ga ush pake aplikasi segala! Beres!",1,Negative,daripada ribet itu efin mending hilangkan saja kenapa aplikasi ga berguna lupa efin aja ribetnya minta ampuuunnnn harus ini itu tapi aplikasi ga mendukung buang buang anggaran saja bilang aja tinggal datang ke kpp masing masing ga ush pake aplikasi segala beres,Negative,Negative
"Aplikasi pemerintah,,nasib nasib",1,Negative,aplikasi pemerintah nasib nasib,Negative,Negative
Ga guna. Ngga bisa login,1,Negative,ga guna ngga bisa login,Negative,Negative
"Inikan aplikasi milik pemerintah,jadi tolong dong jangan eror melulu dan tolong segera diperbaiki,jangan bikin malu pemerintahankami selaku warga sangat mendukung",3,Neutral,inikan aplikasi milik pemerintah jadi tolong dong jangan eror melulu dan tolong segera diperbaiki jangan bikin malu pemerintahankami selaku warga sangat mendukung,Neutral,Neutral
Aplikasi gak guna 👎,1,Negative,aplikasi gak guna,Negative,Negative
Masuknya aja ribet gmn mau bayar pajak,3,Neutral,masuknya aja ribet gmn mau bayar pajak,Neutral,Neutral
"Aplikasi nya parah mau login lemot bngt GK BS""",1,Negative,aplikasi nya parah mau login lemot bngt gk bs,Negative,Negative
"Gk ngaruh, gk berguna, pelayanan gk ada jaminan... Bobrok..",1,Negative,gk ngaruh gk berguna pelayanan gk ada jaminan bobrok,Negative,Negative
"Tolong perbaiki lagi app nya,, semalam bisa di buka knapa pagi ga bisa masuk status error",2,Negative,tolong perbaiki lagi app nya semalam bisa di buka knapa pagi ga bisa masuk status error,Negative,Negative
cacat,1,Negative,cacat,Negative,Negative
"Aplikasi yang mengecewakan, katanya di suruh taat pajak, giliran kita sudah taat tapi malah di persulit. Log in aja gk bisa, gak usah nyuruh rakyat taat pajak, gak usah nagih2 pajak kalau sistem nya saja belum beres. Kalau mau nyuruh rakyat taat pajak bukin sistem yang sederhana yang mudah di fahami. Kita cari makan tdk di bantu negara jadi mohon di permudah kalau ingin rakyat taat pajak.",1,Negative,aplikasi yang mengecewakan katanya di suruh taat pajak giliran kita sudah taat tapi malah di persulit log in aja gk bisa gak usah nyuruh rakyat taat pajak gak usah nagih2 pajak kalau sistem nya saja belum beres kalau mau nyuruh rakyat taat pajak bukin sistem yang sederhana yang mudah di fahami kita cari makan tdk di bantu negara jadi mohon di permudah kalau ingin rakyat taat pajak,Negative,Negative
Ga bisa buat kode billing. Aplikasi ga jelas. Gmna mau byr pajak.,1,Negative,ga bisa buat kode billing aplikasi ga jelas gmna mau byr pajak,Negative,Negative
Ni aplikasi rewel bgt,1,Negative,ni aplikasi rewel bgt,Negative,Negative
𝕊𝕒𝕟𝕪𝕒𝕥 𝕞𝕖𝕟𝕕,5,Positive,,Positive,Positive
Mau lupa efin keluar Mulu pas dana udah lengkap keluar,3,Neutral,mau lupa efin keluar mulu pas dana udah lengkap keluar,Neutral,Neutral
"Kenapa saya tidak bisa login di apk ini, saya sudah klik lupa pasword dan sudah saya masukkan no npwp, efin dan kode keamanan setelah submit malah di suruh ngisi ulang 😡",1,Negative,kenapa saya tidak bisa login di apk ini saya sudah klik lupa pasword dan sudah saya masukkan no npwp efin dan kode keamanan setelah submit malah di suruh ngisi ulang,Negative,Negative
Dodo ga bisa masuk,1,Negative,dodo ga bisa masuk,Negative,Negative
"Ini gimana mau login aja susah,padahal sudah d masukkan dengan benar npwp dan paswort,tp tetap saja nggak bisa login & salah terus",2,Negative,ini gimana mau login aja susah padahal sudah d masukkan dengan benar npwp dan paswort tp tetap saja nggak bisa login salah terus,Negative,Negative
Lah ko habis di update ngga bisa masuk pake NIK ya. Cm bisa ngetik 15 angka. 1 angka lagi ngga bisa diketik. Aneh..,2,Negative,lah ko habis di update ngga bisa masuk pake nik ya cm bisa ngetik 15 angka 1 angka lagi ngga bisa diketik aneh,Negative,Negative
"aplikasi ampas, buat memperbaiki lupa efin aja susahnya minta ampun. suruh taat pajak, tapi bikin aplikasi aja masih banyak msalahnya dasar kagak becus bekerja kalian ini",1,Negative,aplikasi ampas buat memperbaiki lupa efin aja susahnya minta ampun suruh taat pajak tapi bikin aplikasi aja masih banyak msalahnya dasar kagak becus bekerja kalian ini,Negative,Negative
"Coba untuk Buka akun yg diblok dipermudah untuk buka kuncinya, terlalu ribet",1,Negative,coba untuk buka akun yg diblok dipermudah untuk buka kuncinya terlalu ribet,Negative,Negative
Mau proses pengajuan efin karna lupantp tidak bisa dikarenakan pas mau foto aplikasi langgung keluar sendiri,1,Negative,mau proses pengajuan efin karna lupantp tidak bisa dikarenakan pas mau foto aplikasi langgung keluar sendiri,Negative,Negative
"Pengajuan lupa efin error terus, ini gmn sih punya pemerintah biaya aplikasi guedeee tp erorr",1,Negative,pengajuan lupa efin error terus ini gmn sih punya pemerintah biaya aplikasi guedeee tp erorr,Negative,Negative
Maruzani,4,Positive,maruzani,Positive,Positive
Dapatar aja susah bener udah 30 sandi aku coba yg beda² tetep ngga bisa,1,Negative,dapatar aja susah bener udah 30 sandi aku coba yg beda tetep ngga bisa,Negative,Negative
"Asal kita paham cara pake aplikasinya pasti terasa mudah, sipp",5,Positive,asal kita paham cara pake aplikasinya pasti terasa mudah sipp,Positive,Positive
"Coba tolong diperbaiki. Verifikasi selalu gagal, data yang diisi sudah benar!",1,Negative,coba tolong diperbaiki verifikasi selalu gagal data yang diisi sudah benar,Negative,Negative
"error data nik gk ditemukan, gimana ceritanya ini",1,Negative,error data nik gk ditemukan gimana ceritanya ini,Negative,Negative
Eror wae,2,Negative,eror wae,Negative,Negative
Kenapa belum bisa login pakai KTP,5,Positive,kenapa belum bisa login pakai ktp,Positive,Positive
"Aplikasi ga guna, baru di instal udah error, muncul notif update pula",1,Negative,aplikasi ga guna baru di instal udah error muncul notif update pula,Negative,Negative
Aplikasi ga guna,1,Negative,aplikasi ga guna,Negative,Negative
Error mulu.. Hadehh,1,Negative,error mulu hadehh,Negative,Negative
Mantap,5,Positive,mantap,Positive,Positive
"Sekitar 1 tahun yang lewat ini aplikasi ini bagus dan baik saja digunakan, makin sekarang dan makin di upgrade kok malah rawan erorr. Padahal nomor NPWP dan kata sandi / password sudah pas dan juga sudah bolak balik diganti waktu sewaktu mau login buat laporan SPT. Chat dari WhatsApp bolak balik masuk terus, sementara dari link dan aplikasi tidak bisa login. Aneh memang aneh.",1,Negative,sekitar 1 tahun yang lewat ini aplikasi ini bagus dan baik saja digunakan makin sekarang dan makin di upgrade kok malah rawan erorr padahal nomor npwp dan kata sandi password sudah pas dan juga sudah bolak balik diganti waktu sewaktu mau login buat laporan spt chat dari whatsapp bolak balik masuk terus sementara dari link dan aplikasi tidak bisa login aneh memang aneh,Negative,Negative
Saat mengisi npwp online karakter huruf email jd kapital semua.. jd gak bisa daftar.. bagaimana ini dirjen pajak padahal saya pingin jd warga yg taat,2,Negative,saat mengisi npwp online karakter huruf email jd kapital semua jd gak bisa daftar bagaimana ini dirjen pajak padahal saya pingin jd warga yg taat,Negative,Negative
"abis update malah makin lemot, erorr, mau bikin billing buat bayar pajak kagak bisa2, atau GA PERLU BAYAR PAJAK AJA ATO GIMANA NIIH... GW MALAH SENENG...😌",1,Negative,abis update malah makin lemot erorr mau bikin billing buat bayar pajak kagak bisa2 atau ga perlu bayar pajak aja ato gimana niih gw malah seneng,Negative,Negative
"Aplikasi pemerintah selalu gak bener, pejabatnya gak bener kerjanya.",1,Negative,aplikasi pemerintah selalu gak bener pejabatnya gak bener kerjanya,Negative,Negative
Ini error ga bisa masuk mohon perbaiki,2,Negative,ini error ga bisa masuk mohon perbaiki,Negative,Negative
Saat minta kode billong malah gak bisa di ketik kolom setelah nama,1,Negative,saat minta kode billong malah gak bisa di ketik kolom setelah nama,Negative,Negative
Bagus sekali,5,Positive,bagus sekali,Positive,Positive
Ok,5,Positive,ok,Positive,Positive
"kagak bisa loggin.. nik/npwp... kotak nomornya kurang satu, aya aya wae",1,Negative,kagak bisa loggin nik npwp kotak nomornya kurang satu aya aya wae,Negative,Negative
Ajarin,5,Positive,ajarin,Positive,Positive
Aplikasi buruk susah percuma diinstal,1,Negative,aplikasi buruk susah percuma diinstal,Negative,Negative
Oke.,5,Positive,oke,Positive,Positive
erorr terussss,1,Negative,erorr terussss,Negative,Negative
"Kode Verifikasi gagal terkirim, mohon petunjuk dan arahannya..",3,Neutral,kode verifikasi gagal terkirim mohon petunjuk dan arahannya,Neutral,Neutral
"Aplikasi ga jelas, bakar aja ga guna ga bisa login",1,Negative,aplikasi ga jelas bakar aja ga guna ga bisa login,Negative,Negative
Apk gk jelas,1,Negative,apk gk jelas,Negative,Negative
Top,5,Positive,top,Positive,Positive
Applikasinya setelah terinstak..selalu error..minta restart..tapi malah ga bisa juga,2,Negative,applikasinya setelah terinstak selalu error minta restart tapi malah ga bisa juga,Negative,Negative
Di upgrade malah error... Gimana sih,1,Negative,di upgrade malah error gimana sih,Negative,Negative
Aplikasi lambat dan tidak bisa di buka,1,Negative,aplikasi lambat dan tidak bisa di buka,Negative,Negative
bagus,4,Positive,bagus,Positive,Positive
"bingung, d suruh lapor spt , pas isi data error mulu, nyampe nge WA ngirim surat hadehh..",1,Negative,bingung d suruh lapor spt pas isi data error mulu nyampe nge wa ngirim surat hadehh,Negative,Negative
MANTAB lanjutkan sobat,5,Positive,mantab lanjutkan sobat,Positive,Positive
Not Worth It aplikasinya. Mending via website aja. Mohon dihapus aja aplikasinya klo dipersulit begini mau login.,1,Negative,not worth it aplikasinya mending via website aja mohon dihapus aja aplikasinya klo dipersulit begini mau login,Negative,Negative
Bagus ....,5,Positive,bagus,Positive,Positive
NIK/NPWP Login kurang 1 digit. Jadinya gak bisa masuk error karena jumlah angka kurang 1,2,Negative,nik npwp login kurang 1 digit jadinya gak bisa masuk error karena jumlah angka kurang 1,Negative,Negative
Tidak bisa minta kode effin padahal data udh sesuai,1,Negative,tidak bisa minta kode effin padahal data udh sesuai,Negative,Negative
setelah update malah error terus.. segera perbaiki!,1,Negative,setelah update malah error terus segera perbaiki,Negative,Negative
Buang buang duit aja bikin aplikasi ga guna,1,Negative,buang buang duit aja bikin aplikasi ga guna,Negative,Negative
error melulu tiap kali buka aplk nya....ga bener pilih vendor aplikasi nya......lemah....ga profesional.....kalah sama aplikasi ojol,1,Negative,error melulu tiap kali buka aplk nya ga bener pilih vendor aplikasi nya lemah ga profesional kalah sama aplikasi ojol,Negative,Negative
Good app,5,Positive,good app,Positive,Positive
Namanya biaya pemerintah yakan sudah wajar banyak kendala hahahaha Capek saya yg niatnya mau bikin npwp sebagai warga wajib pajak,1,Negative,namanya biaya pemerintah yakan sudah wajar banyak kendala hahahaha capek saya yg niatnya mau bikin npwp sebagai warga wajib pajak,Negative,Negative
"Mau bayar pajak bulanan, jenis pajak dan jenis setoran tidak bisa di akses tolong diperbaiki.",1,Negative,mau bayar pajak bulanan jenis pajak dan jenis setoran tidak bisa di akses tolong diperbaiki,Negative,Negative
"Sering server error, tolong diperbaiki la",1,Negative,sering server error tolong diperbaiki la,Negative,Negative
Tiap login selalu fatal error g jelas banget,1,Negative,tiap login selalu fatal error g jelas banget,Negative,Negative
"Aplikasi apa ini, dibuka aja gk bisa, disuruh restart trs",1,Negative,aplikasi apa ini dibuka aja gk bisa disuruh restart trs,Negative,Negative
"Ketika aplikasi sudah terinstal dan dijalankan muncul sebuah pesan ""unexpected error occured"", dan meminta restart, dan begitu terus ketika sudah direstart apknya. Bantu dunk",1,Negative,ketika aplikasi sudah terinstal dan dijalankan muncul sebuah pesan unexpected error occured dan meminta restart dan begitu terus ketika sudah direstart apknya bantu dunk,Negative,Negative
"Kalo bisa aplikasinya dihapus aja gak guna sumpah,minta verifikasi buat efin pas udah diisi malah kodenya salah,begitu aja trus,tolong lah ini bukan mempermudah malah menyusahkan.",1,Negative,kalo bisa aplikasinya dihapus aja gak guna sumpah minta verifikasi buat efin pas udah diisi malah kodenya salah begitu aja trus tolong lah ini bukan mempermudah malah menyusahkan,Negative,Negative
"Ini aplikasi gmn sih, mau login aja error mulu, padahal udh punya akun tp mau masuk aja gk bisa bisa 👎",1,Negative,ini aplikasi gmn sih mau login aja error mulu padahal udh punya akun tp mau masuk aja gk bisa bisa,Negative,Negative
"Parah nih,kg bisa bikin apk udah sosoan mau mendigitalkan pajak,untuk mendapatkan efin saja sulit nya luar biasa",3,Neutral,parah nih kg bisa bikin apk udah sosoan mau mendigitalkan pajak untuk mendapatkan efin saja sulit nya luar biasa,Neutral,Neutral
"Sangat mengecewakan,terlalu banyak persyaratan,untuk mendapatkan Efin saja sangat sulit.",3,Neutral,sangat mengecewakan terlalu banyak persyaratan untuk mendapatkan efin saja sangat sulit,Neutral,Neutral
"Parah ini aplikasi , mau buat kepentingan malah gak bisa ke buka . Ket restart restart trs, pdahal udah sy perbarui. Mksdnya apaaaa????? 💩BRENGSEK MALAH GK BS DI BUKA SAMA SEKALI , APLIKASINYA MATI AP GIMANA WOIIIIII , buat pnting ini",1,Negative,parah ini aplikasi mau buat kepentingan malah gak bisa ke buka ket restart restart trs pdahal udah sy perbarui mksdnya apaaaa brengsek malah gk bs di buka sama sekali aplikasinya mati ap gimana woiiiiii buat pnting ini,Negative,Negative
"Duit update system ,dipake buat beli rubicon apa?",1,Negative,duit update system dipake buat beli rubicon apa,Negative,Negative
"Mau bayar pajak aja susah, heran :(",1,Negative,mau bayar pajak aja susah heran,Negative,Negative
"Waktu login error terus,, padahal nomor dan password nya udah bener,, heran,, tapi kalau masuk di website bisa login,, cuman di apk ini aja ga bisa..",1,Negative,waktu login error terus padahal nomor dan password nya udah bener heran tapi kalau masuk di website bisa login cuman di apk ini aja ga bisa,Negative,Negative
Apk tolol,1,Negative,apk tolol,Negative,Negative
"Makin parah,malah nomer npwp gk kedaftar😴,gimana mau update nik ke npwp kalo gini,masa sekelas nasional,buat aplikasi kayak gini,tuh liat ratingmu,lama lama kalau makin parah,tunggu aja rating mu turun ke 1 ,benerin lah,masak kayak aplikasi pinjol ilegal ratingnya😑",2,Negative,makin parah malah nomer npwp gk kedaftar gimana mau update nik ke npwp kalo gini masa sekelas nasional buat aplikasi kayak gini tuh liat ratingmu lama lama kalau makin parah tunggu aja rating mu turun ke 1 benerin lah masak kayak aplikasi pinjol ilegal ratingnya,Negative,Negative
Tiap tahun rakyat bayar pajak. Aplikasi masih kek gini????,1,Negative,tiap tahun rakyat bayar pajak aplikasi masih kek gini,Negative,Negative
"Lupa efin ,sudah mengikuti prosesnya, dan pas di akhir menunggu pesan otp tidak muncul2",1,Negative,lupa efin sudah mengikuti prosesnya dan pas di akhir menunggu pesan otp tidak muncul2,Negative,Negative
"Masa iya sih dirjen pajak gak mampu hire pengembang yg profesional, ini aplikasi benar2 buruk, cuma bisa lihat2 menu doang, giliran input data hasilnya zonk, bahkan untuk login saja gak bisa, mendingan di takedown saja deh dari playstore.",1,Negative,masa iya sih dirjen pajak gak mampu hire pengembang yg profesional ini aplikasi benar2 buruk cuma bisa lihat2 menu doang giliran input data hasilnya zonk bahkan untuk login saja gak bisa mendingan di takedown saja deh dari playstore,Negative,Negative
