ï»¿text,rating,sentiment,clean_text
aplikasi nya buruk mangkin update kok mangkin tolol aplikasi nya bukan mempermudah malah mempersilit,1,Negative,aplikasi nya buruk mangkin update mangkin tolol aplikasi nya mudah mempersilit
good,5,Positive,good
"Heiii pejabat pajakkk kalian ini kerjanya apa sihh... jemput bola kek bikin aplikasi menyusahkan banget bukannya bikin mudah , Kita yang bayar pajak kita juga yang ribet anehhhh bintang satu supaya nyampai Pak Purbaya sidak turun cek semua pegawai pajak gimana kinerjanya ini amburasutt",1,Negative,heiii jabat pajakkk kerja sihh jemput bola kek bikin aplikasi susah banget bikin mudah bayar pajak ribet anehhhh bintang nyampai purbaya sidak turun cek pegawai pajak gimana kerja amburasutt
web idiot pulsa gw abis 20k cuma buat otp dan gabisa lanjut tombolnya,1,Negative,web idiot pulsa gw abis k otp gabisa tombol
susah amat masuknya otp HP kagak d kirim kirim,1,Negative,susah masuk otp hp kagak d kirim kirim
"aplikasi sampah, tidak membantu sama sekali.",1,Negative,aplikasi sampah bantu
"Sudah diperas dengan pajak, mau lapor pajak juga masih kena pajak SMS. Memang ini aplikasi dan instansinya menyusahkan saja. Mau lapor lewat web, harus login di apk. Mau login di apk, harus konfirmasi lewat laman online lagi. MENYUSAHKAN DAN MENYENGSARAKAN SAJAð",1,Negative,peras pajak lapor pajak kena pajak sms aplikasi instansi susah lapor web login apk login apk konfirmasi laman online susah sengsara
"aplikasi cacat. sudak aktivasi coretax nunggu sms dan email tidak kunjung dikirim gimna mau login coretax?. percuma mau bayar pajak malah dipersulit. kalo dibiarin dikira tidak mau bayar pajak, apk aneh. ingat pemerintah kalian dibayar dari pajak kami ya. kenapa dipersulit",1,Negative,aplikasi cacat sudak aktivasi coretax nunggu sms email kunjung kirim gimna login coretax bayar pajak sulit kalo dibiarin bayar pajak apk aneh perintah bayar pajak ya sulit
Mau lapor pajak aja susah. Semua data sudah benar tp verifikasi gagal terus.,1,Negative,lapor pajak susah data tp verifikasi gagal
"Kode OTP gak masuk masuk, pulsa juga sudah di isi tetap aja gak masuk. Aplikasi negara itu kenapa gak ada yang becus sih?",1,Negative,kode otp gak masuk masuk pulsa isi gak masuk aplikasi negara gak becus sih
aplikasi cacat,1,Negative,aplikasi cacat
"bisanya cuma nguras pulsa ga jelas, g bisa registrasi. terus aj ngulang2 smp pulsa abis. bus00x",1,Negative,bisa nguras pulsa g registrasi aj ngulang smp pulsa abis busx
"Jujur makin gk jelas nih apk,,",1,Negative,jujur nih apk
Aplikasi tolol.. mau login malah masuknya ke reset password trus.. gw jg herman..gw udah bayar pajak lewat perusahaan tp gw jg tetep harus lapor..,1,Negative,aplikasi tolol login masuk reset password trus gw jg hermangw udah bayar pajak usaha tp gw jg tetep lapor
kok bundeli bgt sihh. ni bikin aplikasi niat apa ngga?? klo ga ya ga usah bikin aplikasi,1,Negative,bundel banget sihh ni bikin aplikasi niat ngga klo ya bikin aplikasi
INI GIMANA SI CARA DAFTAR AKUNNYA BYK YAPPING AH,3,Neutral,gimana si daftar akun byk yapping ah
"Mending balik lagi metodenya ke tahun kemarin lebih enak. Sekarang kok ribet bener. Login udah berapa kali disuruh ganti sandi, verifikasi lewat no telepon atau email juga kagak ada Mulu. Tulisannya selalu aja ""kesalahan"".",1,Negative,mending metode kemarin enak ribet bener login udah kali suruh ganti sandi verifikasi no telepon email kagak mulu tulis salah
"ribet ni aplikasi login aja susah , kita yg kerja , kita yang bayar pajak , kita yang ribet",1,Negative,ribet ni aplikasi login susah kerja bayar pajak ribet
sampah,1,Negative,sampah
"kode verif ga masuk"" ke email ribet",1,Negative,kode verif masuk email ribet
"tak bisa login, aktivasi susah.. awas aja kena denda",1,Negative,login aktivasi susah awas kena denda
gak guna,1,Negative,gak
bagus,5,Positive,bagus
aplikasi rusak masih di pake kaga di update heran,1,Negative,aplikasi rusak pake kaga update heran
"ngerepotin rakyat, keat",1,Negative,ngerepotin rakyat keat
bnyak x aturan mau login aja,1,Negative,bnyak x atur login
Mantap,5,Positive,mantap
susah memang jadi warga negara yang baik. mau lapor pajak saja susahnya setengah mati. login tidak masuk masuk.,1,Negative,susah warga negara lapor pajak susah mati login masuk masuk
apk kaya eekð©,1,Negative,apk kaya eek
Mau login aja susah mohon system segera di perbaiki,2,Negative,login susah mohon system baik
aplikasi yg sangat tidak membantu,1,Negative,aplikasi bantu
tolong min saya kesusahan membuat nya,1,Negative,tolong min susah nya
jelek semuanya,1,Negative,jelek
"Bayar pajak wajib Fasilitas gak d benerin,.. duit pajak kemana woii bukanya duitnya d pake ngembangin websitenya biar gampang d akses.. orang juga mikir2 ng ikhlasin bayar pajak",1,Negative,bayar pajak wajib fasilitas gak d benerin duit pajak mana woii buka duit d pake ngembangin websitenya biar gampang d akses orang mikir ng ikhlasin bayar pajak
"delete Apk , error terus yang dipiara bikin ribet",1,Negative,delete apk error piara bikin ribet
"biadap memang, cari kerja sendiri giliran gajian suruh bayar pajak, suruh lapor , giliran mau lapor di persulit juga gak bisa bisa masuk ke akun,, harraaammmmm",1,Negative,biadap cari kerja gilir gaji suruh bayar pajak suruh lapor gilir lapor sulit gak masuk akun harraaammmmm
"jelek , ambil foto selalu gagal , lalu mengulang dari awal nip tdk terdaftar. apakah sengaja dipersulit.",1,Negative,jelek ambil foto gagal ulang nip tdk daftar sengaja sulit
susah buat laporan,1,Negative,susah lapor
aplikasi sampah,1,Negative,aplikasi sampah
payah... erorr terus,1,Negative,payah erorr
pdhl udh swapfoto ko ellor ya saya sampe ngulang 3Ãpdhl udh mengikuti arahan,3,Neutral,pdhl udh swapfoto ko ellor ya sampe ngulang pdhl udh ikut arah
dulu lebih simpel,1,Negative,simpel
"ini gmn mau buat spt dr awal bulan sampai mau akhir maret gabisa"" di apk ini",1,Negative,gmn spt maret gabisa apk
ok,5,Positive,ok
repot sangat tidak membantu,1,Negative,repot bantu
not good lah,1,Negative,not good
"aplikasi tidak jelas, coba diperbaiki lah",1,Negative,aplikasi coba baik
"sistem buruk, cuma mau lapor pajak saja verifikasi data error terus",1,Negative,sistem buruk lapor pajak verifikasi data error
ampas banget login aja susah,1,Negative,ampas banget login susah
ayo lah ini udah 2026 aplikasi masih aja busuk,1,Negative,ayo udah aplikasi busuk
aplikasi banyak bug,1,Negative,aplikasi bug
"gimana sih ini aplikasi, mau aktivasi akun coretax juga susah banget masuk nya, laporan di wajibkan tapi proses sangat ribet.",1,Negative,gimana sih aplikasi aktivasi akun coretax susah banget masuk nya lapor wajib proses ribet
"percuma diarahkan ke web juga. yg bikin app ini ga di potong pph, yg di suruh ribet yang byr pph.",1,Negative,arah web bikin app potong pph suruh ribet byr pph
busuk apk nya susah di akses error terus mau aktivasi aja susah,1,Negative,busuk apk nya susah akses error aktivasi susah
susah bgt di pake ni apk nyað­,1,Negative,susah banget pake ni apk nya
kalo dialihkan ke coretax mending hapus aja dari play store ððð,1,Negative,kalo alih coretax mending hapus play store
"aplikasi nggak jelas,situs logout mulu",1,Negative,aplikasi jelassitus logout mulu
HP TIDAK KOMPATIBELÂ²...TERUS,2,Negative,hp kompatibelterus
error mulu anj,1,Negative,error mulu anj
"payah bikin pusing, susah masuk",2,Negative,payah bikin pusing susah masuk
"sangat sulit untuk masuk , waktu verifikasi,ada saja yang kurang,error melulu",1,Negative,sulit masuk verifikasiada kurangerror melulu
"aplikasi bikinan pemerintah pasti yg gini, gaptek tapi maksa",1,Negative,aplikasi bikin perintah gin gaptek maksa
"aplikasi jelek parah, lapor pajak disusahin, yg butuh siapa yang ribet siapa",1,Negative,aplikasi jelek parah lapor pajak disusahin butuh ribet
low rate,1,Negative,low rate
gagal verifikasi,1,Negative,gagal verifikasi
Jelek,1,Negative,jelek
gagal aktivasi terus,1,Negative,gagal aktivasi
aktivasi akun cortex gagal Mulu padahal sudah centang hijau semua,1,Negative,aktivasi akun cortex gagal mulu centang hijau
"Terjadi kesalahan mulu, payah",1,Negative,salah mulu payah
apk payah..,1,Negative,apk payah
"Sekalas app pemerintah kualitasnya begini? setelah ambil FOTO lalu submit, ada saja errornya, oh lupah ini kan konoha klo gk koropsi gk mgkn begini",1,Negative,kalas app perintah kualitas ambil foto submit errornya oh lupah konoha klo koropsi mgkn
kalo blm mampu menjalankan sistem jngn malu bertanya. mo ikutin perkembangan jaman apl setiap login gagal. giliran buat akun NIK sudah terdaftar,1,Negative,kalo blm jalan sistem jngn malu mo ikutin kembang jaman apl login gagal gilir akun nik daftar
"Aktivasi aplikasi paling susah di muka bumi, sudah isi pulsa kode OTP gk masuk, mau verifikasi muka error, ada lebih pajak masukin no rek gk bisa, apa sihhhh padahal harus lapor SPT",1,Negative,aktivasi aplikasi susah muka bumi isi pulsa kode otp masuk verifikasi muka error pajak masukin no rek sihhhh lapor spt
"aplikasi tidak kompatibel dengan perangkat anda, aplikasi yg menyusahkan....",1,Negative,aplikasi kompatibel perangkat aplikasi susah
aplikasi jelek bnget,1,Negative,aplikasi jelek bnget
"mohon untuk diperbaiki lagi. sudah banyak komplain terkait aplikasi yang kualitasnya rendah tapi masih saja tidak diperbarui. untuk aktivasi akun saja sudah mengalami kesulitan luar biasa. setiap kali masukkan email dan no telp selalu salah, error padahal kita yang tau persis itu benar.",1,Negative,mohon baik komplain kait aplikasi kualitas rendah baru aktivasi akun alami sulit kali masuk email no telp salah error tau persis
"ORANG MAU DI PAJAKI PUN DI PERSULIT, APLIKASI BANYAK MASALAH",1,Negative,orang pajak sulit aplikasi
gak direktoratnga gak apk nya nyusahin rakyat aja,1,Negative,gak direktoratnga gak apk nya nyusahin rakyat
Hape saya tidak support dengan update ini. tolong support hape saya,2,Negative,hape support update tolong support hape
"percuma pake oline juga masih nyusahin,.buat verivikasi akun aja susah gagal terus gaya mau online tpi tetep nyusahin pengguna...",1,Negative,pake oline nyusahinbuat verivikasi akun susah gagal gaya online tpi tetep nyusahin guna
aplikasi tolol kebanyakan korupsi,1,Negative,aplikasi tolol banyak korupsi
"kacau nih coretax gak bisa login terus, padahal batas waktu pelaporan sampai 31 maret, dah lah..",1,Negative,kacau nih coretax gak login batas lapor maret dah
"kampungan, aplikasi haus foto dll,masa tiap di buka harus selfie wkwkwkwkw kenapaa tidak pakai sidak jari",1,Negative,kampung aplikasi haus foto dllmasa buka selfie wkwkwkwkw kenapaa pakai sidak jari
aplikasi sangat busuk,1,Negative,aplikasi busuk
ini gimana sih bikin aplikasi tolol banget login aja gak bisa mau bayar lapor tapi di persulit kok bisa sih kalian punya aplikasi sesampah ini.... masih bagusan flappy bird,1,Negative,gimana sih bikin aplikasi tolol banget login gak bayar lapor sulit sih aplikasi sampah bagus flappy bird
gimana ini nunggu very mlah out sendiri parahð¤£ð¤£ð¤£,1,Negative,gimana nunggu very mlah out parah
"susah amat ngisi alamat di website, ribet. bagusin lah apk kyk gini masih dipake. kasih petunjuk yg jelas !!! ngabisin pulsa aja....",1,Negative,susah ngisi alamat website ribet bagusin apk kyk gin dipake kasih tunjuk ngabisin pulsa
"sangat buruk, data log in sudah benar semua. tetapi giliran masuk keterangan selalu eror, sudah di ulang pluhan kali sampe bosan masih tetep aja eror. Tolong jangan di persulit , masih untung ada niatan laporan tahunan malah di persulitð®âð¨",1,Negative,buruk data log in gilir masuk terang eror ulang pluhan kali sampe bosan tetep eror tolong sulit untung niat lapor tahun sulit
"klo blm mampu melayani masyarakat untuk lapor pajak tahunan , yaa gausa launching aplikasi klo ujung"" nya ke kantor KPP.",1,Negative,klo blm layan masyarakat lapor pajak tahun yaa gausa launching aplikasi klo ujung nya kantor kpp
"ini adminnya kemana, knp gk ada keluhan yang di jawab.",1,Negative,adminnya mana knp keluh
hidup pajak pajak Mulu giliran mau ACC account aja susahnya minta ampun benerin kek apknya percuma ada tim it kalo hasilnya kek gini,1,Negative,hidup pajak pajak mulu gilir acc account susah ampun benerin kek apknya tim it kalo hasil kek gin
beginikah kualitas aplikasi dr pemerintah mw login aja gbs,1,Negative,kualitas aplikasi perintah mw login gbs
aplikasi jelek sering error dan gangguan,1,Negative,aplikasi jelek error ganggu
"sampah, udah berapa kali mau aktivasi akun enggak bisa, nomor telpon enggak pernah nerima kode OTP, udah beberapa kali kek gitu, gimana mau bisa daftar, padahal nomornya masih aktif",1,Negative,sampah udah kali aktivasi akun nomor telpon nerima kode otp udah kali kek gitu gimana daftar nomor aktif
Smakin nda jelasð¡ð¡ð¡,1,Negative,smakin nda
Ga layak.,1,Negative,layak
MAKAN TUH RATING BINTANG YANG BICARA... produk gagal,1,Negative,makan tuh rating bintang bicara produk gagal
"aplikasi ga jelas buat login aja susah nya setengah modyarrr, giliran bisa login di dalemnya lemottttt",1,Negative,aplikasi login susah nya modyarrr gilir login dalem lemottttt
"serius? kalian bikin apk tapi masih dialihkan keweb untuk registrasi?. saya sudah lama tidak mengurus NPWP saya,sampai saya lupa dengan PW nya,tapi dipersulit oleh ApK sampah ini,tolong lah yaa kalian giliran duit aja cepat tapi ngurus beginian gak bisa!.kalo bukan karna ni NPWP susah gen z cari kerja dinegara perisis kayak penjara ini sampah!.otak dipake!!.",3,Neutral,serius bikin apk alih keweb registrasi urus npwp sayasampai lupa pw nyatapi sulit apk sampah initolong yaa gilir duit cepat ngurus gak bisakalo karna ni npwp susah gen z cari kerja negara isis kayak penjara sampahotak dipake
"aktivasi masukin NIK/NPWP ud bener tp data gk ditemukan berkali kali. tp di tlp suruh download, nyatanya aplikasi gk bisa dipake. bikin aplikasi trial error dulu baru, ud smooth baru pengguna suruh download. dah ah cape,",1,Negative,aktivasi masukin niknpwp ud bener tp data temu kali kali tp tlp suruh download aplikasi dipake bikin aplikasi trial error ud smooth guna suruh download dah ah cape
Tambah ribet bikin pelaporan,1,Negative,ribet bikin lapor
"gini mau login aja ga masuk"", menu EFIN ilang duit anggaran nya kemana?",1,Negative,gin login masuk menu efin ilang duit anggar nya mana
"berapa triliun anggaran aplikasi sampah begini????? anak SMA juga bisa bikin lebih bagus, paling cuma 500rebu",1,Negative,triliun anggar aplikasi sampah anak sma bikin bagus rebu
guna nya apa kalo masih harus ke crime lagi?,1,Negative,nya kalo crime
gak niat bikin aplikasi..,1,Negative,gak niat bikin aplikasi
tidak bisa dibuka,1,Negative,buka
"aplikasi busuk. sebenarnya ini buat apa? log in saja ga bisa. udah itu skrg lapor pajak susah luar biasa. makin persusah rakyat saja. uda mau bayar pajak, lapor pajak saja susah minta ampun. asli negara konoha ini payah!",1,Negative,aplikasi busuk log in udah skrg lapor pajak susah susah rakyat uda bayar pajak lapor pajak susah ampun asli negara konoha payah
aplikasi tolol,1,Negative,aplikasi tolol
apk nya dikitÂ² eror,1,Negative,apk nya dikit eror
APLIKASI KONXOL - (X adalah K),1,Negative,aplikasi konxol x k
"tolong perbaiki kecepatan website nya karena itu mengganggu sekali untuk orang yang ingin membuat NPWP selalu gagal, sinyal lemot, website sering error dan masih banyak lagi, kumohon jangan apa apa dikorupsi",1,Negative,tolong baik cepat website nya ganggu orang npwp gagal sinyal lot website error mohon korupsi
nge stuck di verifikasi nomor. kata yutub harus ada pulsa 5rebu tetep ae gada hasil. niat bgt bikin org emosi,1,Negative,nge stuck verifikasi nomor yutub pulsa rebu tetep ae gada hasil niat banget bikin org emosi
biar bintng yang berbicara,1,Negative,biar bintng bicara
aplikasi gak jelas padahal punya pemerintah masa kaya gini buat aktivasi akun aja susahnya minta ampun ada aja yang eror. dulu udah bisa login enak sekarang malah ditambah coretax sialan bikin mudah kagak malah suruh aktivasi lagi. dimana mana pemerintah diksih uang pajak buat aplikasi yang nggak usah bagus bagus lah asal fungsinya jelas bisa dipakek apalah dikit dikit eror namanya apa gabisa dipake.,1,Negative,aplikasi gak perintah kaya gin aktivasi akun susah ampun eror udah login enak tambah coretax sial bikin mudah kagak suruh aktivasi mana perintah diksih uang pajak aplikasi bagus bagus fungsi dipakek apa dikit dikit eror nama gabisa dipake
