text;rating;sentiment
Mau daftar aja ngga bisa,susaaaaahhhh;1;Negative
negara yg butuh ... kok suru rakyat yg ke kantor pajak ! efin di sms ke nope saja . gak ada waktu mau nyangkul baru dpt makan kami pak .🤐;1;Negative
Gemana kalau ada dua npwp;5;Positive
Keren;3;Neutral
Mantaaap;5;Positive
Ga ada yang lebih ribet Pak? Daftar itu harusnya cukup no KTP sama Emailnya aja Ngapain harus ke kantor pajak segala? Oia, kalo ada yang susah buat apa yang mudah 😂😂😂;2;Negative
Tidak bisa up date data pribadi ( alamat tinggal );1;Negative
Ah uy ah lier;2;Negative
Aplikasi gabisa login padahal di web bisa..;1;Negative
😂😂;1;Negative
Untuk login belum bisa pake NIK ya pak Admin;5;Positive
Ini tolong di perbaiki, masa saya login di web bisa masuk tapi di apknya gagal login.;2;Negative
Buat kode billing g bisa kenapa dg aplikasi ini;1;Negative
Aplikasinya kurang bgus mhon diperhatikan;1;Negative
Gak banget buat aplikasi nya, udh bikinnya di peribet, susah buat aktivasi nya lagi, ngk ada org kompeten yg bisa di rekrut ngk sih buat ngolah app ini;1;Negative
Ok;5;Positive
mantab;5;Positive
Betul kata orang sebelah gak guna;1;Negative
Verifikasi email aja gak msuk2 ke email;1;Negative
Sudah bisa;4;Positive
baik sekali;5;Positive
Reset Password link reset ga dikirim kirim ..niat gak sih bikin layanan??;1;Negative
Praktis, simpel, mudah, aman dan good;5;Positive
Woy knapa jam kerja siang sampai sore lu ga mikir yang kerja pa gimana ditambah sabtu libur;1;Negative
Saya mau daftar mp wp;3;Neutral
Useless;1;Negative
Mau bayar pajak susah, mau buka akun aja minta EFIN dsb syaratnya isi formulir yg tidak digital. Setengah2 digitalnya.. kebanyakan pertanyaan. Gimana mau maju indonesia;1;Negative
Aplikasi pemerintah alokasi dana besar tapi tidak bermutu, semua lelet bikin kesal buang2 waktu.;1;Negative
Rumit;1;Negative
Susah banget daftar npwp online loading mulu;1;Negative
Aplikasi t*L*oL;1;Negative
Revisi lagi aplikasi mendaftar pajak. gak mau uang pajak !nanti awak bayar pajak ngamuk;1;Negative
Gak bisa diakses!!! ,Gak bisa login !!!;1;Negative
Ok;4;Positive
Aplikasi tidak berguna, No NPWP dan Password tidak sesuai, sementara di Websitenya saya bisa Login. PAYAH !!!!;1;Negative
Sangat tidak bermutu.orang mau daftar NPWP malah diminta masukin nomor NPWP pusat.lah blm punya makanya mau buat.pas udah isi identitas malah gak bisa next ataupun preview.emank blm layak aplikasi pemerintah padahal.;1;Negative
Saya gak komen tentang aplikasinya karena sudah terwakili oleh semua, sengaja saya scroll ke bawah baca ulasan sampai tahun lalu. Kok sepertinya gak ada satu pun respon dari admin ya ? Sekian;2;Negative
Apaan sih salah mulu password udah diganti sama aja;1;Negative
Mau aktivasi malah eror terus gmna ini ?;1;Negative
Lancar dan sangat di mudahkan❤️;5;Positive
Payah kali ngurus pajak online;5;Positive
Bagus;5;Positive
Saya suka;5;Positive
Mantap;5;Positive
Ok;5;Positive
Mau tanya ... Gimana caranya login jika saja hanya email dan password nya saja yang masih bisa di ingat;4;Positive
Tidak bisa login menggunakan akun DJP, padalan di website DJP bisa login normal;1;Negative
memudahkan sgalanya &di permudah;5;Positive
Good;5;Positive
Untuk pembuatan ebiling Tidak bisa di gunakan, di klik jenis pajak dan jenis setoran tidak mau muncul pilihan. Yg bisa di di isi hanya tahun, biaya dan keterangan .;3;Neutral
Top;5;Positive
Fitur nya gak sekomplit versi web, dimnaa tidak ada ubah profil alamat email, dan nomor hp, terus klo bisa pekerjaan bisa diubah juga denga verifikasi E-KTP.;3;Neutral
Jos banget ..........;5;Positive
Buat NPWP online dipersulit;1;Negative
Ini mau bikin pembetulan Spt kok ga bisa lewat aplikasi yah? Mesti lwt web baru bisa ...aduuuh tlg diperbaiki plis;1;Negative
sungguh sangat membagongkan nik npwp sama password udah benar tapi salah terus di riset password di masukan lagih salah terus kalau engga di suruh di tempat kerja males pemerintahhan sekarang sungguh membebani rakyat;1;Negative
Aplikasi eror, belum siap bayar pajak karena belum kerja malah gk bisa di centang, yang siap bayar malah bisa di centang, kalo saya belum kerja mau bayar pajaknya gimana? Mau pinjol? Apk memaksakan kehendak bgt apknya, klo tadi tak record bisa jadi bukti tu kalo apknya banyak erornya, saya butuh nomer NPWP nya buat daftar kerja kalo dah kerja baru bayar pajak, bukan masi pengangguran tapi disuru bayar pajak, lawack;1;Negative
apk ini masih belum bisa digunakan;1;Negative
Minimal server benerin;1;Negative
Sy mw laporan tahunan di thn 2021 yg blm tp gk bisa nerima verifikasi buat masuk pdhl msh ada pulsa, apakah ada batas jam nya?;1;Negative
Bsgai mana mendapatkan kode efin saya;1;Negative
Kagak bisa login ya.;5;Positive
Baik;3;Neutral
Baik sekali;5;Positive
Code verifikasi nya blm masuk² Uda 2 hari... Uda ku coba spam juga blm masuk²....;1;Negative
segala aplikasi pemerintah pasti error sistem, yg katanya membantu mempermudah, faktanya kita harus tetapa kekantor dan laporan manua, dgan alasan aplikasi sedang perbaikan sistem;1;Negative
Error 404 terus saat isi pencatatan umkm;3;Neutral
Aplikasi nya eror mulu gmana ya;1;Negative
PERPAJAKAN PENUH PROBLEM.;1;Negative
Alhamdulillah;5;Positive
Susah banget daftar na,,,;1;Negative
Haha;1;Negative
Aplikasi busuk, Sudah di ganti kata sandi masih saja salah;1;Negative
Sangat buruk;1;Negative
Balikin data gua anjingvvvv;1;Negative
Kalau bisa di tambah fitur download kartu npwp nya;3;Neutral
Keren banget Bermanfaat bagi bangsa;5;Positive
Layanan pemerintah dimana² pasti buruk 1.sim dipersulit, digiring untuk nembak 2. Semua aplikasi plat merah mayoritas bad 3. Pajak, untuk pendapatan saja seperti ini aplikasinya 😞 4. Apa semua yang berbasis layanan diserahkan ke suasta saja;1;Negative
Gak bisa buat log in;1;Negative
Captcha nya nyebelin bgt asli orang udh bener ngulang mulu;1;Negative
Kenapa saat masuk kata sandi dan no npwp salah mulu, padahal di situsnya kalo mau masuk pake kata sandi yang sama bisa ajah, Ko d aplikasinya gk bisa,.;2;Negative
Ichblaboy;5;Positive
Aplikasi nggak jelas mau daftar aja susahnya seperti hubungi presiden 🤣😂;1;Negative
Kartu NPWP di aplikasi M Pajak tidak bisa diakses;1;Negative
Tolong diperbaiki untuk menu pencatatan UMKM kode error 402 ini , percuma pake aplikasi ini kalau tidak berfungsi maksimal, kita kembali ke pencatatan manual.;3;Neutral
Astagaa... Sekelas negara buat aplikasi kalah ama soppee;1;Negative
Good Aplication;5;Positive
Ok;5;Positive
Parah, aplikasi ribet... Masa online hrs lapor dulu ke kantor...;1;Negative
Aplikasi nya sangat mudah untuk digunakan dan sangat membantu;5;Positive
Mau login aja susah Jelas jelas udh di aktivasi di email;1;Negative
Bagus;5;Positive
Masuk ke akun sendiri aja super ribet . Mungkin harus ada uang pelicin dulu baru di kasih efin;1;Negative
Sebenarnya aplikasinya bagus, membantu dalam pencatatan omset.. tapi data omset yang sudah saya input datanya hilang semua.. bgmn ya?;5;Positive
Mantap malah lebih bagus app dari pada pake web, makasi banyak ya djp;3;Neutral
Slowrespon;1;Negative
Belum mencoba masih dipelajari;5;Positive
Keren;5;Positive
Sangat membantu;5;Positive
Ngaco ini mah baru buka kluar sendiri aneh;1;Negative
Bisa membantu apa ngga aplk;3;Neutral
Kasian banyak yang komplain tapi ga ada satupun yang dijawab terkait pembenahan apps nya;1;Negative
Aplikasinya ribet banget gak guna malah mempersulit, pantas saja semua orang yg bekerja di perpajakan pasti masuk neraka ya gini emang bikin web sama apk gak ada yg bantu;1;Negative
Bagus;5;Positive
Saya suka sekali aplikasi ini sangat membantu;5;Positive
Ok;5;Positive
Pendaftaran untuk buat NPWP tidak bisa.. caranya gimana yah;1;Negative
Ko saya ga bisa masuk ya;5;Positive
Aplikasi dan layanan kurang maksimal saya mau menganti paswor email pajak pada watu pengantian paswor baru dan setelah di masukkan pw baru server tidak dapat bekerja. Seolah2 semua itu masi ada yg tidak beres sehingga server tidak jalan dengan baik. Server yg kurang baik maka akn memberikan kesempatan oknum2 yg suka melakukan kecurangan.;1;Negative
Susah banget untuk medapatkan kode efin naya;1;Negative
Lebih mudah & praktis;5;Positive
daftar aja sekarang harus online, bikin ribet aja udah gitu ngisi data , validasi data aja nunggu nya lama banget buruk banget pelayanan sekarang padahal di minta sama perusahaan tempat gw kerja se cepet nya;2;Negative
Kecewa, susah login..;1;Negative
Mantap pokok na mah..;5;Positive
Kenapa g bisa nambah catatan utk umkm;3;Neutral
Dari bulan januari sampai pertengahan april masih bisa digunakan. Sekarang dari tgl 20 april sampai tgl 9 mei 2022 tidak bisa digunakan. Hasil dari pencatatan harian bulan januari sampai april hilang. Kenapa bisa begitu ?;1;Negative
Allahu akbar....;3;Neutral
aplikasi ini sangat membantu untuk para wajib pajak sangat membantu dan meringankan seluruh wajib pajak se Indonesia ini untuk pelaporan pajak dan taat pajak, pajak untuk membangun negeri yg sama sama kita cintai. TERIMA KASIH;5;Positive
Tolong diperbaiki karna susah login;2;Negative
Kok ga bisa lagi ya di isi pencatatan umkm nya, dan catatan yang lama tidak muncul lagi;1;Negative
Ok;5;Positive
Ok;5;Positive
Bikin bigung;1;Negative
baru juga mau daftar, ngisi alamat email pertama kali keterangan chaptcha salah. ulangi lagi yg kedua, keterangan email sudah pernah digunakan 😂🤣😂 seharusnya semua serba online itu semakin di permudah;1;Negative
Good;5;Positive
Jendela profil tidak bisa dibuka! 🤔;1;Negative
mantap;5;Positive
Sandi suda benar tetep saja tidak bisa masuk. Ganti sandi baru... Login pakai sandi baru.. Tetep aja salah.. Apk terjelek yg saya temui 👎👎;1;Negative
Kenapa tiap kali saya download bagus, ehh pas lama lama, saat mau lihat profil itu selalu keluar sendiri, tolong perbaiki lagi ya terima kasih;2;Negative
Sarana mudah untuk pengechekan dalam hal pajak;5;Positive
Buat Aplikasi-nya Sogokan Dosen Ya, Kok Saat Input Data-nya gak jelas;1;Negative
Okay;5;Positive
aplikasi ribet bat , login gagal , kata sandi salah, lupa kata sandi tak kunjung di kirim ke email , chat wa juga ga kunjung dibalas haha dialihkan ke isi npwp dan effin mulu. Ribet bos;1;Negative
Sy menyimpan catatan penghasilan di aplikasi ini, tapi kemarin sy buka kok catatannya hilang semua, sy cek yg bulan sebelumnya juga hilang semua.;3;Neutral
Mohon maaf yang sebesarnya, aplikasinya sudah bagus tinggal catat lalu buat kode billing dan bayar pakai e-wallet, mempermudah pembayaran. Tetapi kemarin udah input omset warung lalu ada kendala datanya hilang semua maklum baru memulai jadi belum ada pembukuan jadi omset yang udah di catat lupa lagi, apa ada solusinya ? Maklum baru merintis meneruskan usaha orang tua. Kalau bisa biar mempermudah warung di aplikasinya sekalian pelaporan SPT nya.;5;Positive
Membantu skli;5;Positive
RIBET, web untuk daftar NPWP sering error tidak bisa digunakan sama sekali, kalau kaya gini wajar aja orang lebih Seneng pakai jasa calo;1;Negative
👍👍👍;5;Positive
Tolong aplikasi di perbaikin, knapa mau proses isi form no 2, error VALIDASI ,muter muter loadingnya lama,, tolong ini awal yang baik berantas pungli,dengan sistem online ,jadi jangan di gara garain maintenance nya ngak beres.;1;Negative
Mohon maaf, kenapa tidak bisa buat e-billing ya?;1;Negative
Aplikasinya kurang canggih. Cara Pelaporan pajaknya bertele². Ga ada tutorialnya pula. Harus nanya sana sini;1;Negative
Ruwet bestiee;1;Negative
Bingung, kirain bisa kebuka tanpa kode efin. Perasaan waktu dulu efin gak di kasih sama kpp nya. UNINSTAL saja lah, gak kepada juga di simpen lama²;1;Negative
Aplikasi tidak bagus, selalu terjadi eror;1;Negative
👍;5;Positive
W DAH TLPN MINTA KODE EFIN SUSAH BGT NGABISIN PULSA DOANG HETDAH;1;Negative
Udah pakek 4 email ga ada yang berhasil sama sekali. Masa tiap nunggu validasi data doang sejam yang bener dong. Iya kalo jadi ini kagak;1;Negative
Mantap aplikasi yg sangat bagus sekali sangat membantu membuat NPWP ga perlu ke kantor cabang cuma lewat hape langsung punya NPWP semoga sukses selalu😘😘;5;Positive
Lupa pasword suruh pake efin, efin itu apa aja sy ga ngerti.. baca syarat bikin efin udah mumet sendiri..hadehhhh mboh ra tak gagasss;1;Negative
Gua udah punya NPWP dari gojek, mau punya NPWP online udah gua download ini apk mau coba daptar eh malah diminta isi efin!!! Apa sih efin itu??? Dari mana gua dapatnya??? Dan bagaimana cara dapat nya????;2;Negative
Mengetahui Berapa pajak saya;5;Positive
Very Good;5;Positive
Chapca gamuncul2 di web, dfatar npwp hrs pake pungli mulu heran;1;Negative
Pengiriman npwp fisik gk ada payah… .gk sesuai katanya online ko masih ribet;1;Negative
Keren;5;Positive
Sangat membantu;5;Positive
Aplikasinya lagi gangguan apa gmn ya kok saya login mau masuk profil trus keluar aplikasi sendiri;3;Neutral
Nice;5;Positive
Mau aktifkan akun kok minta nomor EFIN dari kantor pajak,ribet amat sih,baru saya temui aplikasi mobile kayak gini,,gmn mau pakek aplikasi ini kalo dipersulit,percuma juga Krn harus ke kantor pajak,knp gak sekalian aja downloadnya juga wajib pakek wifi kantor pajak aja,;1;Negative
bikin npwp loading validasi nya lama;1;Negative
Mau login malah mau masukin verifikasi eh yg di kirim ke email trs ini aplikasi kg gw log out masuk lagi malah balik ke awal lagi terus aje gitu terus sampe gw pusing 😠;1;Negative
Semakin pusing mengurus pajaak;5;Positive
Top;5;Positive
Harus ke kantornya dulu terus gunanya online apa hadeh;1;Negative
Memang dibikin ribet. Agar kita lapor harus ke kantor , setelah itu dari kantor dipersulit. Dan akhirnya lewat orang dalam yg ujungnya pun nggak GERATIS.;1;Negative
Susah banget ,masuk nya...;3;Neutral
Gak ada aplikasi pemerintahan yang bagus satu pun, masih mendingan swasta kalau bikin aplikasi niat, mempermudah pengguna. Ini malah punya pemerintah kalah jauh sama punya swasta...sampah beud dah;1;Negative
Sangat buruk aplikasinya. Tiap mau masuk ke menu aplikasi langsung keluar harus ulang lagi masuk baru masuk ke menu;1;Negative
Mau daptar aja susah;1;Negative
GK jelas... Semoga hari mu senin;1;Negative
semoga berhasil lapor;5;Positive
Ok;5;Positive
Mayan;3;Neutral
Eror dan tidak berguna !!!!!;1;Negative
Bukan Makin Enak Tapi Makin Rumit.;1;Negative
Aduh kmha ie teh;5;Positive
Mantap;5;Positive
Validasi data, validasi data, validasi data gituuuu aja terus sampe presiden Ukraina joinan rokok bareng sama presiden rusia👎gak bayar pajek juga gak rugi!;1;Negative
Mau taat tapi ribet. Bank aja urusan duit gede gak pake efin. Sudah Bayar pajak harus lapor harus ngurus efin. Ribet amat anjir;1;Negative
Server lemot sama lemotnya inovasi pemerintah...;1;Negative
Belum saya coba;5;Positive
Ribet banget mau ngurus pajak;1;Negative
Ok;3;Neutral
Baik;5;Positive
Kita juga tau kalau lapor SPT tahunan itu kewajiban dan tidak pernah tidak mau melaporkan, tapi cara lapor nya itu ribet banget kalau orang yang belum paham bener, pokoknya bukan ga mau lapor tapi perbaiki cara yang mudah, sosialisasi nya juga ga ada. Mudah2an ada perbaikan dari dirjen pajak,;1;Negative
Nunggu kode Verifikasi e filling di web lama bener. Giliran kode dah dapet malah sesi telah berakhir. Tingkatkan lah servernya.;1;Negative
Validasi lama setengah hr gk ada kemajuan. Udh di update juga gak bisa. Datang kekantor cmn di ksh brosur trus sruh pulang. Gak di terangin cara2nya;3;Neutral
Pajak wajib lapor agar tak kena denda? Sistem dipersukit agar kena denda? #rakyatkecilbertanya;1;Negative
HAPUS AJA APLIKASINYAA. PELAYANAN ONLINE SIHUK TERUS. GAK MEMBANTUU!!!;1;Negative
Ujung2nya lapor online via web. 😄;3;Neutral
Paling membantu;5;Positive
Mau validasi data refresh berulang masih tetap gagal. Aplikasi terkesan tidak siap;1;Negative
Bagus;5;Positive
Ok;5;Positive
Kita sebagai warga negara Wajib pajak;5;Positive
di pelajarin dulu;5;Positive
Tidak bs dibuka....;1;Negative
Saya mau bayar pajak. Tapi masih sulit. Gak bayar saya di tagih. Mohon di buat simpel saja. Kaya login ke Facebook.. Kalau lupa efin atau belum punya efin. Bisa langsung lewat aplikasi. Gak usah repot datang ke kantor. Aplikasinya udah Oke. Cuma caranya aja masih sulit. Tolong segera di tambahkan saran saya. Supaya saya bayar pajak. Tak perlu datang ke kantor. Ngambil efin doang. Terimakasih.;1;Negative
Hidup makin susah ajah bikin npwp ga pernah berhasil, susah jdi rakyat indonesia;1;Negative
Bagus ,mudah kok gk ribet ribet amat,daftar online sampe kartu sampe di tangan lancar tanpa hambatan,tapi suka kesel sama ni aplikasi,suka log out sendiri.untuk efin juga cuma tinggal email aja,efin di kirim ke kita dalam bentuk file pdf,semuanya di urus secara online dari daftar sampe tuntas,the best menurut ku soalnya kita gk perlu ke kantor lagi,yg ngeluh mungkin cuma kurang paham aja.;5;Positive
Aplikasinya sebenarnya bagus, cuma waktu mendaftar dan memasukkan data diri pribadi selalu ada masalah di servernya,dan juga ketika data sudah lengkap tapi ketika ingin mengeklik validasi data nya gak bisa kayak cuma loading terus,sama ketika ingin login waktu memasukkan kode captcha-nya itu padahal sudah benar tapi di next selalu disuruh ulang/salah jadi harus berkali-kali memasukkan kode captcha-nya.Tolong untuk segera diperbaiki aplikasinya karena bagi UMKM ini sangat DIBUTUHKAN!! TERIMAKASIH;1;Negative
Sangat mudah;5;Positive
Sangat ribet padahal cuma mau bayar, bukan mau ngmbil Padahal udah sadar mau bayar pajak;1;Negative
1.Untuk teman2 yang susah loging pastikan saat masukan nomor npwp jumlah angka 15 digit tanpa menggunakan tanda titik atau tanda strip kurang ,2. saat sudah memasukan no npwp cocokan lagi nomor npwp yang anda masukan dengan nomor npwp yg ada di kartu anda,3.masukan kode sandi atau pasword anda,trus pencet login, Kebanyakan kasus yg susah login di aplikasi karna kurang memasukan jumlah digit di kolom nomor NPWP;5;Positive
akses nya koq bisa secepat kilat ya.... gak seperti yg lain nya...;5;Positive
Lupa password gak dikirim² tuh kode verifikasinya, sampek hafal NPWP & efin gr² sering masukin. Perbaikilah apknya, 2018 padahal baik² aja nih aplikasi;1;Negative
"""WAJIB LAPOR PAJAK"" pas ngelapor malah dipersulit";1;Negative
Kenapa mau lapor pajak saja susah ya,nanti gak lapor salah,saya sangat menyayangkan kita sudah di bayar dari perusahaan kenapa suruh lapor lagi.sangat terlalu berbelit2 nih untuk masalah perpajakan ini.tolong pengertianya dan di perhatikan keluhan masyrakat yang taat ini.saya harap bikin mudah biar yang masyrakat awam juga bisa dengan mudah menggunakanya;1;Negative
Offline ribet & cuek bgt pegawainya, da gtu d suruh online dulu.. Giliran online Down mulu servernya.. Udah gtu dm g d respon.. Gini klo telat di denda.. Hadeeh.. Gini amat birokrasi plat merah..;1;Negative
Gx bisa e-Filling yah;1;Negative
Kita bayar, kita yang lapor. Kebalik;1;Negative
Aplikasi bobrok, tidak membantu sama sekali..;1;Negative
Mantap 👍;4;Positive
Aplikasi tolol kek yang buat;1;Negative
Ok;5;Positive
Ok;5;Positive
Mau masuk login aja susah banget. Minta kode ferifikasi lewat email gak di kirimi. Gantian selang minta kode ferifikasi ke dua Yang pertama baru muncul. Akhirnya kan kode kadaluarsa. Gak bisa buat login. Minta kode lagi yang ketiga. Yanng kedua bari di kasih. Gitu teros sampe minta kode ferifikasi 10 kali. Ngapaiin coba gitu aja di persulit.. Mohon segera di follow up nya Sat set;1;Negative
cuma gambar² doang, gak bisa di klik, gak bisa pergi kemana²... dasar vendor cupu;1;Negative
jangn persulit kalau daftar;1;Negative
Aplikasi nggak jelas blass, cuma berisi berita2 yang nggak bermanfaat...;1;Negative
Kaga bagus,..bikin puyeng pala;1;Negative
Buang-buang kuota aja ...;1;Negative
bagus;4;Positive
Apk apa ini lapor SPT tahunan selalu eror;1;Negative
Tetap saja isi spt harus kudu mesti lewat pc. Jadinya ini aplikasi gak guna;1;Negative
Mantap;5;Positive
Membantu bagus;5;Positive
Ini g bisa buat lapor pajak y??;4;Positive
Jauh dari kata layak;1;Negative
Sebaiknya disempurnakan tidak hanya sebatas informasi,akan tetapi di tambahkan fitur pelaporan SPT yang lebih mudah/lebih sederhana dari versi web. Karena info perpajakan bisa dengan mudah didapatkan,akan tetapi pelayanan dalam hal pelaporan SPT ini dari dahulu yang selalu sulit .terimakasih;1;Negative
Ok;1;Negative
💪;2;Negative
👍👍👍👍👍;5;Positive
Ribet;2;Negative
WEB E FILLING SPT HARI INI ZONK LAGI PPKM ZONK LAGI PSBB ZONK LAGI PUASA ZONK, E FILLING ZONK (KALAH SAMA BCA) payah;1;Negative
ya bgus;5;Positive
Susah amat di hubugi dari pagi sampai 4/5jam masi sibuk terus chat juga sibuk terus;4;Positive
Aplikasi ribet,nggk mutu,mempersulit;2;Negative
Jujur, ga puas bgt sm apk ni. Pengen dipermudah malah makin ribet. Selalu susah login, dan akhirnya tetep harus ke kantor pajak.;1;Negative
bagus aplikasinyaa;5;Positive
Mantap;5;Positive
Gak web gak aplikasi g guna pengen lapor SPT aja ribet banget sinyal 4g+ pulau Jawa aja kaya gini apalagi tempat lain orang it di dirjen pajak pada g mampu apa gmn buat layanan masyarakat yg memepermudah ribet lemot;1;Negative
👍;5;Positive
Ok;5;Positive
Mohon kalo online EFiN nya otomatis atau di buat paswod biasa aja. Percuma ujungnya juga datang ke kantor pajak. Apa lagi sedang di pedalaman susah akses susah sinyal. Jika tidak lapor kita juga yang di salah kan;1;Negative
Mantap;5;Positive
Good job Terimakasih DJP;5;Positive
Mantap app nya;5;Positive
Ok;5;Positive
Pajak udah bayar.. Suruh lapor.. Lapor nya ribed bgt... Prosesing terus.. Server sibuk apa gimana sih;1;Negative
Ga ngerti aplikasi djp online yg baru ini fungsinya buat apa. Biar bisa bayar pajak online? Mohon maaf nih ya, 80% pekerja di Indonesia yg bayar pajak hanyalah karyawan suatu pabrik/perusahaan, itu juga otomatis dipotong gaji, jd ga akan bayar sendiri, kita cuma tinggal LAPOR. Masih mending applikasi yg lama, kita bisa isi e-filling buat pelaporan pajak di app-nya. Info Kantor KPP terdekat juga buat apa coba? toh klo ke kantornya kita disuruh online kok. Untung app yg lama blm aku hapus.;1;Negative
Gak prima , gak efesien , gak bagus , mempersulit , gak bagus , memperlambat , makanya bikin aplikasi itu update ke didukcapil secara berkala jangan setahun sekali NIK aktif bilang tidak ditemukan , gak ada solusinya mending ganti aja aplikasinya yang lebih bagus kalo emang niat mau melayani dengan bagus;1;Negative
Menu pelaporan SPT tahunan di mana?????;1;Negative
bagaimana cara untuk pelaporan bukti potongan pajak pph21 di aplikasi?;3;Neutral
Ga bisa di cetak bangke;1;Negative
Pajak buat bayar aparat yang se enak nya kepada rakyat 🤑;1;Negative
daftar no kk nik benar tapi gak terdaftar ya udah kalau gak bayar pajak. jgn salahkan gw.;1;Negative
Apa apa di persulit datang ke kantornya langsung tidak di layani, daftar lewan online gajelas, emang kalo urusan sama pemerintah apa apanya susah bikin muakkk;1;Negative
Payah disuruh lapor spt tahunan tapi servernya lemot. Haduh;1;Negative
Tes dl;3;Neutral
saya merasa puas;5;Positive
Eror;1;Negative
Daftar NPWP online sangat sulit;1;Negative
Kadang ada kendala saat membuka aplikasi. Lama tidak muncul;3;Neutral
Ribet buat dapetin efin.mau bayar pajak aja di persulit.;1;Negative
Jelek banget parahh... Apalagi kaga bisa lapor spt... Huh;1;Negative
"Mudah"" dpt membantu";5;Positive
ini apk resmi dari djp tapi ga ada menu lapor spt. payah..;1;Negative
Ok bagus;5;Positive
Bisa masuk tp ko gk bisa buat laporan spt tahunan... Gimana sih nih aplikasi;1;Negative
Sangat bagus..;5;Positive
Sangat bagus dan memuaskan;5;Positive
Ok banget;5;Positive
Payah udh daftar lolos verifikasi udh dapet no kartu nya npwp , tetapi ga bisa masuk dengan alesan kesalahan data aneh;1;Negative
Daftar online permintaan no EFIN lama banget.;1;Negative
Bintang lima;5;Positive
Sangat membantu;4;Positive
Nggak bisa isi SPT;1;Negative
Login jgn diribetin;1;Negative
Aplikasi sangat lamban, tidak berkualitas;1;Negative
Gk ada yg versi lama k... Ini di pake login sj gk bisa;1;Negative
Muter muter nggak jelas dan nggak bisa dipakai.;1;Negative
Ok;5;Positive
Goood;5;Positive
Tidak bisa untuk lapor pajk online;1;Negative
tidak bisa login, padahal npwp dan password sudah benar. sebab. saya coba di web itu bisa, nah ketika saya coba di aplikasi ini selalu muncul notif bahwa npwp atau email salah, dan itu tidak 1 2 kali,;1;Negative
Terimakasih DJP sudah memberikan aplikasi yang mudah diakses. Login menggunakan npwp dan pass djponline. Apabila belum pernah aktivasi djponline.pajak.go.id dimohon segera ke KPP ataupun lewat medsos KPP ataupun lewat admin whatsapp. Mudah bgt! Senengnya sekarang aku gampang bikin billing dan ga repot-repot. Terus diaplikasi ini ingetin aku tenggat waktu pelaporan dan pembayaran. Terus diaplikasi ini ad catatan dan record pembuatan billing aku. Bingung2 silahkan hub wa helpdesk KPP. Thankyouuu!;5;Positive
kendala saat login;1;Negative
Bagus;5;Positive
Ok jugga;5;Positive
Aplikasi sudah baik, perlu ditingkatkan untuk link2 video youtube tutorial aplikasi pajak;5;Positive
Gak bisa di gunain;1;Negative
Yang RAHMAT ULLAH u hav via DM agar;2;Negative
Kemenkeu perlu mengembangkan Aplikasi Akuntansi (Kasir s.d. Neraca) yang terintegrasi dengan Aplikasi Perpajakan Perorangan/Badan supaya Penerimaan Negara dari sektor perpajakan optimal.;5;Positive
Susah bgt...eror trus...salah paasword eror...akhirny lupa password pun masukin data betul...tetap eror trus harus gimana???;1;Negative
Tim IT terburuk pada sebuah lembaga pemerintah;1;Negative
Here;2;Negative
Mw lapor SPT aja serverny bermasalah mulu, giliran g lapor ntar dpt surat cinta, tolong lah diperbaiki, banyak org kita yg pinter2 ttg IT itu direkrut, gemeesss deh;1;Negative
Bikin ribet.. Mau login aja susah banget;1;Negative
Aplikasinya ngeselin hrus ada verifikasi email tapi pas masuk mulai dri awal trus payah;1;Negative
Menu perlu di benahi seperti adanya pelaporan SPT tahunan.;1;Negative
Petugas kurang menguasai edukasi tolong di perhatikan Untuk pelayanan tidak begitu paham di bidangnya (natar lampung). Terimakasih 🙏;1;Negative
Kurang lengkap, harusnya juga include fitur di web biar gak dual fungsi. Buang buang anggaran, kurang praktis;1;Negative
Sangat membantu;5;Positive
Oke lah;5;Positive
PUNYA SISTEM KOK RIBET MAU LAPOR SPT TAHUNAN SUSAHNYA MINTA AMPUN, TELFON CALL CENTER MALAH DIBILANG SEDANG SIBUK MELAYANI. KECEWA DENGAN SISTEM PAJAK YG KURANG BAIK SEPERTI INI;1;Negative
Diperbaiki tim IT ini bagaimana mau login salah terus, lha wong nulis nomor npwpnya aja tidak bisa full. Ya jelas salah terus. Mau gapake simbol titik pun tidak bisa. Segera perbaiki!;1;Negative
Sistem di aplikasi klo bisa jangan via telp akan boros pulsa, coba pakai fitur chat juga.;1;Negative
Aplikasi ribet mau lapor SPT TAHUNAN MALAH SUSAH... Bangke;1;Negative
RIBET ANJENG, NYURUH WARGANYA WAJIB PAJAK, MAU NGURUS AJA DIPERSULIT.;1;Negative
Kapan negara mau maju petugas pajak aja males kayak nya kasih layanan rakyat.Pecat sja petugas kayak gtu negara rugi gaji orang2 gk becus.makan gaji buta uang rakyat kau .tak laporin ke staf presiden lewat imail klian bakalan biar tau pusat sekalian mau main2 sama rakyat;1;Negative
Ini kah yg d namakan negara maju, sungguh birokrasi bobrok apakah mmg sengaja d settimg supaya budayakan nembak;1;Negative
Memuaskan;3;Neutral
Sudah bayar pajak, Mau lapor SPT gabisa di app, di web pun error. Hmmm. Terus kemana atuh...?;1;Negative
Mantap..lebih memudahkan masyarakat Indonesia dalam urusan pajak.;5;Positive
Percobaan , semoga tidak mengecewakan.;2;Negative
Ol;5;Positive
